time, A, V, D
1262214,-0.59413123,-851.7015,-1.0917281E7
1262232,-0.41599876,-860.79266,-1.0932693E7
1262248,-0.17311925,-865.5056,-1.0946503E7
1262266,0.6,-865.91797,-1.096122E7
1262282,0.63648003,-856.0261,-1.0975857E7
1262299,0.646368,-845.1219,-1.0990317E7
1262316,0.66430086,-833.9812,-1.1004589E7
1262333,0.7190605,-822.22266,-1.1018667E7
1262348,0.7719163,-811.04034,-1.1030916E7
1262365,0.7596298,-798.0222,-1.1044593E7
1262381,0.6602579,-786.6631,-1.105727E7
1262399,0.26999998,-776.7615,-1.1070559E7
1262417,0.19448002,-772.5812,-1.1085278E7
1262431,0.109168015,-770.4556,-1.1096079E7
1262449,0.0,-769.47314,-1.1109938E7
1262466,0.0,-769.47314,-1.1123019E7
1262483,-0.15552,-770.79504,-1.1136111E7
1262499,-0.304832,-774.47784,-1.1148473E7
1262516,-0.59000003,-780.26385,-1.1160911E7
1262533,-0.66999996,-789.956,-1.1174258E7
1262549,-0.69352,-800.86414,-1.118778E7
1262565,-0.719632,-812.1694,-1.1200684E7
1262582,-0.72329926,-824.43427,-1.1214595E7
1262598,-0.7094996,-835.89667,-1.1227878E7
1262616,-0.6692198,-848.3051,-1.1243036E7
1262632,-0.5690519,-858.2113,-1.1256688E7
1262649,-0.36895117,-866.1843,-1.1271345E7
1262666,-0.11289072,-870.27997,-1.1286105E7
1262683,0.14074555,-870.0432,-1.1300898E7
1262700,0.32892734,-866.05096,-1.1315655E7
1262717,0.4618364,-859.32947,-1.1330321E7
1262731,0.56958187,-852.10956,-1.1342301E7
1262749,0.6902291,-840.77124,-1.1357537E7
1262765,0.7506175,-829.24445,-1.1370897E7
1262781,0.72285056,-817.4567,-1.1384071E7
1262799,0.6101904,-805.45935,-1.1398677E7
1262815,0.47059426,-796.81305,-1.1411495E7
1262833,0.31883657,-789.7082,-1.1425774E7
1262848,0.18378197,-785.93854,-1.1437591E7
1262866,0.0,-784.2845,-1.1451723E7
1262882,-0.13152,-785.3367,-1.146428E7
1262899,-0.266432,-788.71924,-1.1477659E7
1262917,-0.39537925,-794.67554,-1.149191E7
1262933,-0.49674758,-801.81256,-1.1504682E7
1262950,-0.58156854,-810.9783,-1.1518391E7
1262967,-0.6244612,-821.22955,-1.1532265E7
1262983,-0.6461967,-831.39484,-1.1545486E7
1262999,-0.64323807,-841.7103,-1.1558871E7
1263016,-0.63346285,-852.56226,-1.1573272E7
1263033,-0.59559774,-863.0093,-1.1587854E7
1263050,-0.54087865,-872.6693,-1.1602607E7
1263067,-0.4320472,-880.9392,-1.1617513E7
1263082,-0.21874832,-885.8202,-1.1630764E7
1263099,0.0,-887.67957,-1.1645839E7
1263117,0.34048,-884.61523,-1.166179E7
1263134,0.60076797,-876.6146,-1.167676E7
1263151,0.7329408,-865.2781,-1.1691566E7
1263166,0.7682445,-854.01917,-1.1704461E7
1263183,0.7534267,-841.08496,-1.1718869E7
1263198,0.712536,-830.0903,-1.1731403E7
1263215,0.61200166,-818.8317,-1.1745419E7
1263232,0.467681,-809.6544,-1.1759261E7
1263249,0.28908858,-803.22186,-1.177297E7
1263265,0.10993316,-800.02966,-1.1785796E7
1263282,0.0,-799.0952,-1.1799389E7
1263299,-0.15552,-800.4171,-1.1812985E7
1263315,-0.29283202,-804.0039,-1.182582E7
1263332,-0.4072192,-809.95435,-1.1839539E7
1263349,-0.51185155,-817.7664,-1.1853375E7
1263366,-0.6266309,-827.44354,-1.1867359E7
1263383,-0.71549857,-838.8516,-1.1881523E7
1263400,-0.7568191,-851.36633,-1.189589E7
1263417,-0.7496115,-864.171,-1.1910472E7
1263434,-0.6612869,-876.16364,-1.1925265E7
1263451,-0.48429215,-885.90106,-1.1940243E7
1263466,-0.24209529,-891.34894,-1.1953572E7
1263482,0.0,-893.2857,-1.1967849E7
1263499,0.30047998,-890.7316,-1.1983013E7
1263516,0.49676797,-883.955,-1.1998098E7
1263533,0.5865408,-874.7469,-1.2013047E7
1263548,0.6484045,-865.4848,-1.2026099E7
1263565,0.6855227,-854.1464,-1.2040716E7
1263582,0.68379366,-842.50726,-1.2055138E7
1263600,0.6227562,-830.7483,-1.2070197E7
1263615,0.50613374,-822.2816,-1.2082595E7
1263633,0.35616022,-814.521,-1.2097326E7
1263649,0.21817613,-809.92633,-1.2110322E7
1263665,0.0,-808.1809,-1.2123267E7
1263682,0.0,-808.1809,-1.2137006E7
1263699,-0.16752002,-809.60486,-1.2150757E7
1263716,-0.32803202,-813.8171,-1.2164556E7
1263733,-0.4723392,-820.62024,-1.2178449E7
1263750,-0.55492353,-829.352,-1.2192474E7
1263765,-0.64847416,-838.3775,-1.2204982E7
1263782,-0.7046045,-849.87866,-1.2219332E7
1263798,-0.7302827,-861.3578,-1.2233022E7
1263815,-0.7416897,-873.86957,-1.2247771E7
1263834,-0.7325338,-887.8747,-1.2264508E7
1263848,-0.6710403,-897.6997,-1.2277007E7
1263865,-0.48214418,-907.5018,-1.2292351E7
1263882,-0.1648065,-913.00085,-1.2307825E7
1263899,0.1935961,-912.75616,-1.2323344E7
1263916,0.50863767,-906.7872,-1.233881E7
1263932,0.7056626,-897.07275,-1.2353241E7
1263949,0.75187755,-884.68365,-1.2368386E7
1263962,0.72760653,-875.067,-1.2379824E7
1263966,0.709044,-872.1937,-1.2383319E7
1264021,0.57790637,-836.8026,-1.2430316E7
1264038,0.38722384,-828.599,-1.2444472E7
1264056,0.16881433,-823.59467,-1.2459342E7
1264072,0.0,-822.24414,-1.2472509E7
1264089,-0.15952,-823.60004,-1.2486499E7
1264106,-0.27923203,-827.3294,-1.2500532E7
1264122,-0.3870592,-832.6597,-1.2513812E7
1264139,-0.47975555,-840.02765,-1.252803E7
1264156,-0.57537335,-848.9962,-1.2542387E7
1264173,-0.656744,-859.46924,-1.2556909E7
1264188,-0.7055664,-869.6866,-1.2569878E7
1264207,-0.7028599,-883.06665,-1.2586529E7
1264222,-0.66923594,-893.35736,-1.2599852E7
1264239,-0.5770616,-903.95087,-1.2615129E7
1264255,-0.413757,-911.87744,-1.2629656E7
1264272,-0.18377423,-916.9565,-1.2645201E7
1264289,0.10221543,-917.6497,-1.2660795E7
1264305,0.33380926,-914.1615,-1.2675449E7
1264322,0.5367656,-906.7616,-1.2690927E7
1264339,0.73453933,-895.9555,-1.270625E7
1264355,0.90120363,-882.86957,-1.2720481E7
1264372,0.91320217,-867.44714,-1.2735359E7
1264389,0.8044013,-852.84753,-1.2749982E7
1264405,0.61512077,-841.49133,-1.2763537E7
1264422,0.40155247,-832.8496,-1.2777769E7
1264437,0.24941148,-827.9674,-1.2790225E7
1264456,0.0,-825.598,-1.2805934E7
1264472,-0.12752001,-826.61816,-1.2819152E7
1264489,-0.27203202,-830.01434,-1.2833233E7
1264504,-0.3947392,-835.01514,-1.2845721E7
1264523,-0.48836356,-843.4046,-1.2861666E7
1264538,-0.5845382,-851.45135,-1.2874377E7
1264555,-0.7062429,-862.423,-1.2888945E7
1264571,-0.79926574,-874.46704,-1.290284E7
1264587,-0.84707946,-887.6378,-1.2916937E7
1264605,-0.90999997,-902.28204,-1.2932151E7
1264622,-0.8,-916.55023,-1.2947611E7
1264639,-0.58000004,-928.7704,-1.2963296E7
1264654,-0.37152004,-935.9068,-1.2978213E7
1264671,0.0,-939.0647,-1.299415E7
1264689,1.06,-935.5246,-1.3010084E7
1264705,1.11648,-918.11273,-1.302584E7
1264722,1.102368,-899.2525,-1.3041288E7
1264738,1.0499008,-882.03436,-1.3055538E7
1264755,0.9704205,-864.86163,-1.3070387E7
1264772,0.8427323,-849.4498,-1.3084959E7
1264789,0.68611944,-836.4546,-1.3099289E7
1264805,0.49215168,-827.02844,-1.3112597E7
1264822,0.299771,-820.2971,-1.3126599E7
1264839,0.10834261,-816.8281,-1.3140515E7
1264856,0.0,-815.9072,-1.3154393E7
1264873,-0.15552,-817.2291,-1.3168275E7
1264888,-0.30083203,-820.6518,-1.3180559E7
1264905,-0.43201923,-826.88104,-1.3194563E7
1264921,-0.5467316,-834.71106,-1.3207856E7
1264938,-0.667559,-845.03253,-1.3222134E7
1264955,-0.75205547,-857.09924,-1.3236602E7
1264971,-0.7787533,-869.3457,-1.3250414E7
1264989,-0.76677203,-883.25543,-1.3266187E7
1265006,-0.7555833,-896.19543,-1.3281312E7
1265022,-0.71686995,-907.97504,-1.3295745E7
1265039,-0.505642,-918.3664,-1.3311269E7
1265056,-0.10690519,-923.57306,-1.3326925E7
1265072,0.36833683,-921.4816,-1.3341685E7
1265089,0.7294821,-912.15015,-1.3357271E7
1265105,0.8381693,-899.60895,-1.3371765E7
1265122,0.8273816,-885.4518,-1.3386938E7
1265139,0.80890894,-871.54333,-1.3401872E7
1265156,0.7738254,-858.0901,-1.3416574E7
1265172,0.6767752,-846.4853,-1.3430211E7
1265189,0.5065451,-836.42706,-1.3444516E7
1265204,0.31240708,-830.2849,-1.3457016E7
1265221,0.11592425,-826.6441,-1.34711E7
1265240,0.0,-825.54285,-1.3486796E7
1265254,-0.15952,-826.6595,-1.3498361E7
1265271,-0.28723204,-830.45685,-1.3512446E7
1265288,-0.36785924,-836.02515,-1.3526611E7
1265304,-0.43623555,-842.4579,-1.3540039E7
1265321,-0.5132613,-850.5286,-1.3554429E7
1265338,-0.5994768,-859.9869,-1.3568968E7
1265355,-0.6672061,-870.75366,-1.3583679E7
1265371,-0.69184375,-881.62604,-1.3597698E7
1265387,-0.6426263,-892.3018,-1.3611889E7
1265405,-0.56109583,-903.1353,-1.3628048E7
1265422,-0.44017753,-911.6461,-1.3643474E7
1265439,-0.29562655,-917.90045,-1.3659025E7
1265456,-0.15289593,-921.7129,-1.3674662E7
1265472,0.0,-922.93604,-1.3689419E7
1265489,0.19248001,-921.2999,-1.3705095E7
1265504,0.39196804,-916.91656,-1.3718882E7
1265522,0.60766083,-907.9199,-1.3735306E7
1265539,0.7810765,-896.11566,-1.375064E7
1265554,0.8611259,-883.79913,-1.3763989E7
1265571,0.84915555,-869.2617,-1.377889E7
1265588,0.74197334,-855.7371,-1.3793552E7
1265604,0.565664,-845.276,-1.380716E7
1265621,0.3598784,-837.4089,-1.3821463E7
1265639,0.14440703,-832.8703,-1.3836496E7
1265655,0.0,-831.715,-1.3849813E7
1265672,-0.17152001,-833.173,-1.3863965E7
1265688,-0.29843202,-836.9326,-1.3877326E7
1265705,-0.41857925,-843.0272,-1.3891606E7
1265721,-0.51066756,-850.4612,-1.3905154E7
1265739,-0.5819205,-860.2945,-1.3920551E7
1265755,-0.6326723,-870.0112,-1.3934393E7
1265771,-0.6551234,-880.3136,-1.3948396E7
1265788,-0.65659404,-891.4632,-1.3963456E7
1265805,-0.64147645,-902.49677,-1.3978705E7
1265822,-0.6204059,-913.2228,-1.3994139E7
1265839,-0.56776357,-923.3222,-1.400975E7
1265856,-0.42817816,-931.7877,-1.4025518E7
1265872,-0.2004269,-936.8166,-1.4040467E7
1265889,0.0,-938.5202,-1.4056407E7
1265906,0.32047996,-935.79614,-1.4072339E7
1265921,0.52876794,-929.42676,-1.4086328E7
1265938,0.62174076,-919.64746,-1.4102045E7
1265954,0.68152446,-909.2213,-1.4116676E7
1265971,0.74939466,-897.0585,-1.4132029E7
1265988,0.7661168,-884.17664,-1.4147169E7
1266005,0.68015003,-871.88336,-1.4162096E7
1266022,0.51657003,-861.71124,-1.4176832E7
1266037,0.33442205,-855.3288,-1.418971E7
1266056,-0.120000005,-850.9048,-1.4205066E7
1266072,-0.14352001,-853.01294,-1.4219549E7
1266087,-0.173632,-855.3916,-1.4232362E7
1266104,-0.24769922,-858.9729,-1.4246934E7
1266121,-0.34013957,-863.96954,-1.4261579E7
1266139,-0.43160373,-870.9152,-1.4277193E7
1266155,-0.51448226,-878.4839,-1.4291188E7
1266172,-0.56420934,-887.6528,-1.43062E7
1266189,-0.5860456,-897.42993,-1.4321373E7
1266204,-0.57914734,-906.1689,-1.43349E7
1266223,-0.5470084,-916.8674,-1.4352219E7
1266239,-0.51172507,-925.3372,-1.4366957E7
1266256,-0.47055507,-933.6866,-1.4382759E7
1266273,-0.42585307,-941.306,-1.4398696E7
1266287,-0.39103186,-947.02423,-1.4411914E7
1266304,-0.36213914,-953.4262,-1.4428068E7
1266320,-0.2848035,-958.60175,-1.4443364E7
1266338,-0.114402115,-962.1946,-1.4460651E7
1266355,0.63,-961.7671,-1.4476043E7
1266370,0.75448,-951.3835,-1.4491348E7
1266388,0.921168,-936.3027,-1.4508337E7
1266405,0.9771808,-920.1667,-1.4524117E7
1266421,0.9427885,-904.80695,-1.4538717E7
1266438,0.83415306,-889.70294,-1.455397E7
1266456,0.45000005,-876.8244,-1.4568985E7
1266472,0.35048005,-870.42053,-1.4583837E7
1266488,0.21476802,-865.89856,-1.4597728E7
1266505,0.0,-864.07306,-1.4612433E7
1266522,-0.10352,-864.953,-1.462713E7
1266539,-0.193632,-867.4788,-1.4641856E7
1266554,-0.2676992,-870.9388,-1.4654894E7
1266572,-0.34413952,-876.4453,-1.467062E7
1266589,-0.41800374,-882.9235,-1.4685575E7
1266606,-0.49432227,-890.6783,-1.4700651E7
1266620,-0.55611336,-898.0313,-1.4713172E7
1266638,-0.613188,-908.55505,-1.4729431E7
1266655,-0.64343286,-919.2363,-1.4744967E7
1266672,-0.64557976,-930.19293,-1.4760687E7
1266689,-0.6268679,-941.0087,-1.4776592E7
1266704,-0.61564076,-950.3275,-1.4790777E7
1266721,-0.6089045,-960.73615,-1.4807021E7
1266738,-0.57286274,-970.7812,-1.4823439E7
1266754,-0.44723767,-978.942,-1.4839037E7
1266772,0.0,-982.96716,-1.4856694E7
1266788,0.41647997,-979.6353,-1.4872395E7
1266804,0.818368,-969.75653,-1.488799E7
1266821,0.9675008,-954.57666,-1.4904347E7
1266838,0.9089805,-938.6266,-1.4920439E7
1266855,0.7978684,-924.11835,-1.4936272E7
1266872,0.70720106,-911.32526,-1.4951873E7
1266889,0.6048007,-900.1732,-1.4967271E7
1266904,0.47536042,-892.072,-1.4980713E7
1266923,0.30569625,-884.652,-1.4997592E7
1266939,0.12389776,-881.2152,-1.5011719E7
1266956,0.0,-880.1621,-1.5026691E7
1266973,-0.14752,-881.416,-1.5041664E7
1266990,-0.268032,-884.9482,-1.5056678E7
1267005,-0.3483392,-889.571,-1.5069987E7
1267021,-0.40852353,-895.6259,-1.5084269E7
1267038,-0.47663411,-903.1498,-1.5099559E7
1267055,-0.54950047,-911.87195,-1.5114987E7
1267071,-0.6052203,-921.10974,-1.5129651E7
1267088,-0.6306522,-931.6147,-1.5145399E7
1267106,-0.6339114,-942.9957,-1.516227E7
1267121,-0.61186683,-952.33905,-1.5176485E7
1267139,-0.59464014,-963.19763,-1.5193725E7
1267155,-0.5683041,-972.50116,-1.5209211E7
1267171,-0.4885025,-980.9556,-1.5224839E7
1267189,-0.17662153,-986.9418,-1.524255E7
1267205,0.2265071,-986.54266,-1.5258338E7
1267223,0.5643842,-979.4246,-1.5276032E7
1267239,0.91999996,-970.49615,-1.5289681E7
1267256,0.78999996,-957.0826,-1.5306065E7
1267273,0.77448,-943.7845,-1.5324123E7
1267289,0.77316797,-931.4033,-1.5339125E7
1267304,0.7243808,-920.1717,-1.5353012E7
1267323,0.59910846,-907.5986,-1.5370376E7
1267338,0.17999995,-900.3532,-1.5383032E7
1267354,0.120479956,-897.94934,-1.5398318E7
1267372,0.0,-896.86505,-1.5414471E7
1267389,-0.16000003,-896.86505,-1.5428821E7
1267405,-0.22352004,-899.9332,-1.5444094E7
1267422,-0.47000003,-904.26245,-1.5458528E7
1267439,-0.51352,-912.6224,-1.547488E7
1267455,-0.5676321,-921.2716,-1.5489551E7
1267471,-0.6200993,-930.77344,-1.5504367E7
1267488,-0.6635796,-941.6847,-1.5520283E7
1267506,-0.68,-953.0513,-1.5536388E7
1267522,-0.66352004,-963.79944,-1.5552681E7
1267538,-0.645632,-974.27264,-1.5568186E7
1267555,-0.5908992,-984.78314,-1.5584838E7
1267572,-0.51805955,-994.2093,-1.5601659E7
1267589,-0.43835574,-1002.3388,-1.561863E7
1267606,-0.33853346,-1008.9424,-1.5635726E7
1267621,-0.17864007,-1012.82117,-1.5650889E7
1267640,0.0,-1014.51825,-1.5670149E7
1267656,0.17648003,-1013.1064,-1.568637E7
1267673,0.55999994,-1009.30505,-1.5701538E7
1267688,0.5844799,-1000.72144,-1.5718623E7
1267705,0.57116795,-990.89844,-1.5735552E7
1267721,0.50718075,-982.27167,-1.5751337E7
1267738,0.41278845,-974.4519,-1.5767969E7
1267756,0.110000014,-968.3919,-1.5784483E7
1267772,0.19257185,-964.20374,-1.580091E7
1267789,0.10002312,-961.7167,-1.581728E7
1267805,0.0,-960.9165,-1.5832661E7
1267821,0.0,-960.9165,-1.5848036E7
1267838,0.0,-960.9165,-1.5864372E7
1267855,-0.34352002,-963.8364,-1.5880732E7
1267871,-0.369632,-969.5416,-1.5896199E7
1267888,-0.5892992,-977.69257,-1.591275E7
1267905,-0.59309953,-987.743,-1.5929456E7
1267921,-0.14337975,-993.6348,-1.5945307E7
1267938,-0.48954788,-999.0147,-1.5962245E7
1267954,-0.28524876,-1005.2131,-1.5978279E7
1267972,-0.24266925,-1009.96436,-1.5996416E7
1267989,-0.16912156,-1013.4646,-1.6013615E7
1268005,-0.13299294,-1015.88153,-1.602985E7
1268022,-0.11531576,-1017.9921,-1.6047138E7
1268038,0.0,-1018.9147,-1.6063433E7
1268055,0.0,-1018.9147,-1.6080755E7
1268073,0.0,-1018.9147,-1.6099095E7
1268089,-0.06999999,-1018.9147,-1.6114379E7
1268105,0.0,-1019.4747,-1.6131705E7
1268122,0.0,-1019.4747,-1.6149036E7
1268138,0.0,-1019.4747,-1.6165348E7
1268155,0.0,-1019.4747,-1.6182679E7
1268172,-0.060000002,-1019.4747,-1.6197971E7
1268189,0.0,-1019.9847,-1.6217346E7
1268204,0.0,-1019.9847,-1.6232646E7
1268223,0.0,-1019.9847,-1.6252026E7
1268238,0.0,-1019.9847,-1.6267326E7
1268257,-0.060000002,-1019.9847,-1.6284666E7
1268272,-0.050000012,-1020.40466,-1.6300989E7
1268288,0.0,-1020.8047,-1.6318339E7
1268305,0.0,-1020.8047,-1.6335693E7
1268321,-0.060000002,-1020.8047,-1.6351005E7
1268330,-0.050000012,-1021.0147,-1.6359172E7
1268350,-0.04000002,-1021.4897,-1.6380618E7
1268392,0.0,-1022.3297,-1.642456E7
1268410,-0.050000012,-1022.3297,-1.644194E7
1268426,0.0,-1022.72974,-1.6459323E7
1268443,0.0,-1022.72974,-1.6476709E7
1268460,0.0,-1022.72974,-1.6494095E7
1268477,0.0,-1022.72974,-1.6511481E7
1268491,0.0,-1022.72974,-1.6525799E7
1268509,-0.16000003,-1022.72974,-1.6543185E7
1268525,-0.13952003,-1025.1259,-1.6560592E7
1268542,0.0,-1026.3118,-1.6578029E7
1268560,-0.089999974,-1026.3118,-1.6595476E7
1268575,0.0,-1026.9868,-1.6611902E7
1268593,-0.089999974,-1026.9868,-1.6629361E7
1268608,0.0,-1027.6619,-1.6645798E7
1268626,-0.07999998,-1027.6619,-1.6663268E7
1268644,-0.06999999,-1028.3419,-1.6681772E7
1268659,0.0,-1028.867,-1.669823E7
1268676,0.0,-1028.867,-1.6715721E7
1268693,-0.00999999,-1028.867,-1.6732183E7
1268708,0.0,-1028.9419,-1.6748645E7
1268727,0.0,-1028.9419,-1.6768195E7
1268742,0.0,-1028.9419,-1.678363E7
1268760,0.0,-1028.9419,-1.680215E7
1268776,0.0,-1028.9419,-1.6818614E7
1268793,-0.01999998,-1028.9419,-1.6834048E7
1268810,-0.07999998,-1029.0919,-1.6851542E7
1268825,0.0,-1029.6919,-1.6869042E7
1268842,0.0,-1029.6919,-1.6886546E7
1268861,0.0,-1029.6919,-1.690611E7
1268875,0.0,-1029.6919,-1.6920526E7
1268893,0.0,-1029.6919,-1.693906E7
1268910,-0.04000002,-1029.6919,-1.6955536E7
1268927,0.0,-1030.0319,-1.6974074E7
1268942,-0.050000012,-1030.0319,-1.6988494E7
1268959,0.0,-1030.4569,-1.7007038E7
1268977,-0.04000002,-1030.4569,-1.7024556E7
1268993,0.0,-1030.7769,-1.7042076E7
1269009,0.0,-1030.7769,-1.7058568E7
1269026,0.0,-1030.7769,-1.7076092E7
1269042,0.0,-1030.7769,-1.7092584E7
1269059,0.0,-1030.7769,-1.7110108E7
1269077,0.0,-1030.7769,-1.7128662E7
1269093,0.0,-1030.7769,-1.7145154E7
1269110,0.0,-1030.7769,-1.7162678E7
1269127,0.0,-1030.7769,-1.7180202E7
1269143,0.0,-1030.7769,-1.7196694E7
1269158,0.0,-1030.7769,-1.7212156E7
1269177,0.0,-1030.7769,-1.723174E7
1269194,0.0,-1030.7769,-1.7249264E7
1269208,0.0,-1030.7769,-1.7263694E7
1269226,0.0,-1030.7769,-1.7282248E7
1269242,0.0,-1030.7769,-1.729874E7
1269259,-0.089999974,-1030.7769,-1.7315232E7
1269276,0.0,-1031.5419,-1.7333792E7
1269292,0.0,-1031.5419,-1.7350296E7
1269310,-0.089999974,-1031.5419,-1.7367832E7
1269326,-0.101519994,-1033.074,-1.7385382E7
1269343,-0.14999998,-1034.7856,-1.7401924E7
1269360,-0.14551999,-1037.2976,-1.7420572E7
1269376,0.059999943,-1038.389,-1.743614E7
1269393,-0.07999998,-1037.909,-1.7453788E7
1269409,0.0,-1038.5491,-1.7471438E7
1269426,0.0,-1038.5491,-1.7489094E7
1269443,0.0,-1038.5491,-1.750675E7
1269459,0.0,-1038.5491,-1.7523366E7
1269476,0.0,-1038.5491,-1.7541022E7
1269491,0.0,-1038.5491,-1.75566E7
1269508,0.0,-1038.5491,-1.7574256E7
1269527,-0.050000012,-1038.5491,-1.7591912E7
1269544,0.0,-1038.9741,-1.7611648E7
1269559,-0.07999998,-1038.9741,-1.7626194E7
1269576,0.0,-1039.6542,-1.7644902E7
1269592,0.0,-1039.6542,-1.7661536E7
1269609,0.0,-1039.6542,-1.767921E7
1269627,0.0,-1039.6542,-1.7697924E7
1269641,0.0,-1039.6542,-1.771248E7
1269660,-0.04000002,-1039.6542,-1.7731194E7
1269676,0.0,-1039.9741,-1.774887E7
1269692,0.0,-1039.9741,-1.776551E7
1269708,0.0,-1039.9741,-1.778215E7
1269727,-0.07999998,-1039.9741,-1.780087E7
1269742,-0.10351999,-1041.3505,-1.781752E7
1269759,-0.11363199,-1043.1963,-1.7835238E7
1269776,-0.11169921,-1045.1116,-1.7852988E7
1269794,-0.11853953,-1047.1837,-1.7871818E7
1269809,-0.110643715,-1048.9026,-1.7887538E7
1269826,0.0,-1049.843,-1.7905378E7
1269843,-0.029999971,-1049.843,-1.7921126E7
1269860,0.0,-1050.098,-1.7941076E7
1269877,0.0,-1050.098,-1.7958928E7
1269892,0.0,-1050.098,-1.797468E7
1269911,-0.089999974,-1050.098,-1.7992532E7
1269926,0.0,-1050.7731,-1.801039E7
1269942,-0.07999998,-1050.7731,-1.8026152E7
1269959,0.0,-1051.4531,-1.8045072E7
1269976,0.0,-1051.4531,-1.8062946E7
1269993,0.0,-1051.4531,-1.808082E7
1270010,-0.07999998,-1051.4531,-1.8097644E7
1270026,0.0,-1052.0931,-1.8115524E7
1270043,0.0,-1052.0931,-1.813341E7
1270060,-0.06999999,-1052.0931,-1.8150244E7
1270076,0.0,-1052.6532,-1.8168134E7
1270094,-0.06999999,-1052.6532,-1.818603E7
1270109,0.0,-1053.1782,-1.8202876E7
1270126,0.0,-1053.1782,-1.822078E7
1270142,0.0,-1053.1782,-1.823763E7
1270160,-0.089999974,-1053.1782,-1.8255534E7
1270176,0.0,-1053.8982,-1.8273444E7
1270193,0.0,-1053.8982,-1.829136E7
1270208,0.0,-1053.8982,-1.8307168E7
1270227,0.0,-1053.8982,-1.8327192E7
1270242,0.0,-1053.8982,-1.8343E7
1270259,0.0,-1053.8982,-1.8360916E7
1270276,0.0,-1053.8982,-1.8378832E7
1270295,0.0,-1053.8982,-1.8398856E7
1270309,-0.089999974,-1053.8982,-1.8412556E7
1270326,0.0,-1054.6632,-1.8431534E7
1270343,0.0,-1054.6632,-1.8449464E7
1270360,-0.089999974,-1054.6632,-1.8466338E7
1270376,-0.07999998,-1055.3383,-1.8483218E7
1270393,-0.089999974,-1055.9783,-1.8501164E7
1270409,0.0,-1056.6982,-1.8519122E7
1270427,0.0,-1056.6982,-1.8538142E7
1270444,-0.07999998,-1056.6982,-1.855505E7
1270459,0.0,-1057.2982,-1.8571962E7
1270476,0.0,-1057.2982,-1.8589936E7
1270493,0.0,-1057.2982,-1.860791E7
1270509,0.0,-1057.2982,-1.8624826E7
1270526,0.0,-1057.2982,-1.86428E7
1270543,0.0,-1057.2982,-1.8660774E7
1270558,0.0,-1057.2982,-1.8676634E7
1270577,0.0,-1057.2982,-1.8696722E7
1270592,0.0,-1057.2982,-1.8712582E7
1270609,0.0,-1057.2982,-1.8730556E7
1270626,0.0,-1057.2982,-1.874853E7
1270642,0.0,-1057.2982,-1.8765446E7
1270659,-0.089999974,-1057.2982,-1.8782362E7
1270675,0.0,-1058.0182,-1.8800342E7
1270692,0.0,-1058.0182,-1.8818328E7
1270709,0.0,-1058.0182,-1.8836314E7
1270726,0.0,-1058.0182,-1.88543E7
1270743,0.0,-1058.0182,-1.8872286E7
1270759,0.0,-1058.0182,-1.8889214E7
1270777,0.0,-1058.0182,-1.8908258E7
1270793,0.0,-1058.0182,-1.8925186E7
1270810,0.0,-1058.0182,-1.8943172E7
1270826,0.0,-1058.0182,-1.89601E7
1270843,-0.089999974,-1058.0182,-1.8977028E7
1270859,0.0,-1058.7382,-1.899502E7
1270876,0.0,-1058.7382,-1.9013018E7
1270891,0.0,-1058.7382,-1.90289E7
1270910,0.0,-1058.7382,-1.9049016E7
1270927,-0.089999974,-1058.7382,-1.9064898E7
1270942,0.0,-1059.4132,-1.9082902E7
1270958,0.0,-1059.4132,-1.9099852E7
1270976,0.0,-1059.4132,-1.9118922E7
1270992,0.0,-1059.4132,-1.9135872E7
1271008,0.0,-1059.4132,-1.9152822E7
1271025,0.0,-1059.4132,-1.9170832E7
1271042,0.0,-1059.4132,-1.9188842E7
1271058,0.0,-1059.4132,-1.9205792E7
1271075,0.0,-1059.4132,-1.9223802E7
1271092,0.0,-1059.4132,-1.9241812E7
1271109,0.0,-1059.4132,-1.9259822E7
1271126,0.0,-1059.4132,-1.9277832E7
1271142,0.0,-1059.4132,-1.9294782E7
1271160,0.0,-1059.4132,-1.9313852E7
1271176,0.0,-1059.4132,-1.9330802E7
1271193,0.0,-1059.4132,-1.9348812E7
1271210,0.0,-1059.4132,-1.9366822E7
1271226,0.0,-1059.4132,-1.9383772E7
1271241,0.0,-1059.4132,-1.9399664E7
1271258,0.0,-1059.4132,-1.9417674E7
1271277,0.0,-1059.4132,-1.9437802E7
1271292,0.0,-1059.4132,-1.9453694E7
1271308,0.0,-1059.4132,-1.9470644E7
1271326,0.0,-1059.4132,-1.9489714E7
1271342,0.0,-1059.4132,-1.9506664E7
1271364,0.0,-1059.4132,-1.9529972E7
1271404,0.0,-1059.4132,-1.9572348E7
1271421,-0.07999998,-1059.4132,-1.9589298E7
1271438,0.0,-1060.0933,-1.9608374E7
1271454,0.0,-1060.0933,-1.9625336E7
